SteamRatio(mol:mol EB),Pressure(bar),Temperature(K),EconomicPotential($/hr)
9.000000,1.100000,845.000000,-718.968911
9.000000,1.100000,850.000000,-656.710029
9.000000,1.100000,855.000000,-600.618428
9.000000,1.100000,860.000000,-550.379024
9.000000,1.100000,865.000000,-505.715258
9.000000,1.100000,870.000000,-466.331789
9.000000,1.100000,875.000000,-432.015263
9.000000,1.100000,880.000000,-402.588198
9.000000,1.100000,885.000000,-377.862524
9.000000,1.100000,890.000000,-357.681017
9.000000,1.100000,895.000000,-341.921819
9.000000,1.100000,900.000000,-330.502607
9.000000,1.100000,905.000000,-323.243228
9.000000,1.100000,910.000000,-320.182711
9.000000,1.100000,915.000000,-321.228641
9.000000,1.100000,920.000000,-326.384539
9.000000,1.100000,925.000000,-335.619365
9.000000,1.100000,930.000000,-348.976790
9.000000,1.100000,935.000000,-366.472042
9.000000,1.100000,940.000000,-388.213149
9.000000,1.100000,945.000000,-414.182537
9.000000,1.100000,950.000000,-444.558506
9.000000,1.200000,800.000000,-1741.910252
9.000000,1.200000,805.000000,-1595.888473
9.000000,1.200000,810.000000,-1461.321109
9.000000,1.200000,815.000000,-1337.411500
9.000000,1.200000,820.000000,-1223.421870
9.000000,1.200000,825.000000,-1118.706525
9.000000,1.200000,830.000000,-1022.643561
9.000000,1.200000,835.000000,-934.710541
9.000000,1.200000,840.000000,-854.401400
9.000000,1.200000,845.000000,-781.266800
9.000000,1.200000,850.000000,-714.899192
9.000000,1.200000,855.000000,-654.936199
9.000000,1.200000,860.000000,-601.048969
9.000000,1.200000,865.000000,-552.925057
9.000000,1.200000,870.000000,-510.314264
9.000000,1.200000,875.000000,-472.962480
9.000000,1.200000,880.000000,-440.697122
9.000000,1.200000,885.000000,-413.225053
9.000000,1.200000,890.000000,-390.503239
9.000000,1.200000,895.000000,-372.347492
9.000000,1.200000,900.000000,-358.647045
9.000000,1.200000,905.000000,-349.319299
9.000000,1.200000,910.000000,-344.296050
9.000000,1.200000,915.000000,-343.461992
9.000000,1.200000,920.000000,-346.871992
9.000000,1.200000,925.000000,-354.497622
9.000000,1.200000,930.000000,-366.333271
9.000000,1.200000,935.000000,-382.413574
9.000000,1.200000,940.000000,-402.796604
9.000000,1.200000,945.000000,-427.566895
9.000000,1.200000,950.000000,-456.791730
9.000000,1.300000,800.000000,-1850.907235
9.000000,1.300000,805.000000,-1698.029146
9.000000,1.300000,810.000000,-1557.052714
9.000000,1.300000,815.000000,-1427.101013
9.000000,1.300000,820.000000,-1307.453357
9.000000,1.300000,825.000000,-1197.422173
9.000000,1.300000,830.000000,-1096.359547
9.000000,1.300000,835.000000,-1003.722467
9.000000,1.300000,840.000000,-918.983977
9.000000,1.300000,845.000000,-841.676492
9.000000,1.300000,850.000000,-771.375890
9.000000,1.300000,855.000000,-707.705261
9.000000,1.300000,860.000000,-650.322437
9.000000,1.300000,865.000000,-598.908520
9.000000,1.300000,870.000000,-553.198851
9.000000,1.300000,875.000000,-512.910082
9.000000,1.300000,880.000000,-477.828796
9.000000,1.300000,885.000000,-447.796306
9.000000,1.300000,890.000000,-422.616240
9.000000,1.300000,895.000000,-402.156634
9.000000,1.300000,900.000000,-386.284223
9.000000,1.300000,905.000000,-374.900327
9.000000,1.300000,910.000000,-367.938409
9.000000,1.300000,915.000000,-365.346896
9.000000,1.300000,920.000000,-367.063135
9.000000,1.300000,925.000000,-373.096092
9.000000,1.300000,930.000000,-383.449471
9.000000,1.300000,935.000000,-398.156050
9.000000,1.300000,940.000000,-417.275857
9.000000,1.300000,945.000000,-440.799095
9.000000,1.300000,950.000000,-468.914750
9.000000,1.400000,800.000000,-1956.212599
9.000000,1.400000,805.000000,-1796.754771
9.000000,1.400000,810.000000,-1649.614209
9.000000,1.400000,815.000000,-1513.879594
9.000000,1.400000,820.000000,-1388.803530
9.000000,1.400000,825.000000,-1273.672314
9.000000,1.400000,830.000000,-1167.812828
9.000000,1.400000,835.000000,-1070.662100
9.000000,1.400000,840.000000,-981.672901
9.000000,1.400000,845.000000,-900.359929
9.000000,1.400000,850.000000,-826.282963
9.000000,1.400000,855.000000,-759.050981
9.000000,1.400000,860.000000,-698.308894
9.000000,1.400000,865.000000,-643.743243
9.000000,1.400000,870.000000,-595.019035
9.000000,1.400000,875.000000,-551.896103
9.000000,1.400000,880.000000,-514.169098
9.000000,1.400000,885.000000,-481.624615
9.000000,1.400000,890.000000,-454.091050
9.000000,1.400000,895.000000,-431.385272
9.000000,1.400000,900.000000,-413.407711
9.000000,1.400000,905.000000,-400.051007
9.000000,1.400000,910.000000,-391.225105
9.000000,1.400000,915.000000,-386.884833
9.000000,1.400000,920.000000,-386.990144
9.000000,1.400000,925.000000,-391.459268
9.000000,1.400000,930.000000,-400.366102
9.000000,1.400000,935.000000,-413.712645
9.000000,1.400000,940.000000,-431.567295
9.000000,1.400000,945.000000,-453.907309
9.000000,1.400000,950.000000,-480.913035
9.500000,0.400000,800.000000,-777.811623
9.500000,0.400000,805.000000,-702.350465
9.500000,0.400000,810.000000,-633.974893
9.500000,0.400000,815.000000,-572.194108
9.500000,0.400000,820.000000,-516.554508
9.500000,0.400000,825.000000,-466.648470
9.500000,0.400000,830.000000,-422.108656
9.500000,0.400000,835.000000,-382.591925
9.500000,0.400000,840.000000,-347.788311
9.500000,0.400000,845.000000,-317.428287
9.500000,0.400000,850.000000,-291.262009
9.500000,0.400000,855.000000,-269.063711
9.500000,0.400000,860.000000,-250.638888
9.500000,0.400000,865.000000,-235.819503
9.500000,0.400000,870.000000,-224.446796
9.500000,0.400000,875.000000,-216.402138
9.500000,0.400000,880.000000,-211.578334
9.500000,0.400000,885.000000,-209.888267
9.500000,0.400000,890.000000,-211.272516
9.500000,0.400000,895.000000,-215.682075
9.500000,0.400000,900.000000,-223.102678
9.500000,0.400000,905.000000,-233.513651
9.500000,0.400000,910.000000,-246.951387
9.500000,0.400000,915.000000,-263.382026
9.500000,0.400000,920.000000,-282.932968
9.500000,0.400000,925.000000,-305.629293
9.500000,0.400000,930.000000,-331.559312
9.500000,0.400000,935.000000,-360.827941
9.500000,0.400000,940.000000,-393.550023
9.500000,0.400000,945.000000,-429.863215
9.500000,0.400000,950.000000,-469.950936
9.500000,0.500000,800.000000,-948.351338
9.500000,0.500000,805.000000,-860.671139
9.500000,0.500000,810.000000,-780.867309
9.500000,0.500000,815.000000,-708.398260
9.500000,0.500000,820.000000,-642.762890
9.500000,0.500000,825.000000,-583.511634
9.500000,0.500000,830.000000,-530.239718
9.500000,0.500000,835.000000,-482.567136
9.500000,0.500000,840.000000,-440.149912
9.500000,0.500000,845.000000,-402.693580
9.500000,0.500000,850.000000,-369.906786
9.500000,0.500000,855.000000,-341.547487
9.500000,0.500000,860.000000,-317.391621
9.500000,0.500000,865.000000,-297.243661
9.500000,0.500000,870.000000,-280.963303
9.500000,0.500000,875.000000,-268.298776
9.500000,0.500000,880.000000,-259.226488
9.500000,0.500000,885.000000,-253.633929
9.500000,0.500000,890.000000,-251.347102
9.500000,0.500000,895.000000,-252.426541
9.500000,0.500000,900.000000,-256.735369
9.500000,0.500000,905.000000,-264.260180
9.500000,0.500000,910.000000,-275.036063
9.500000,0.500000,915.000000,-289.055530
9.500000,0.500000,920.000000,-306.359850
9.500000,0.500000,925.000000,-326.999536
9.500000,0.500000,930.000000,-351.027624
9.500000,0.500000,935.000000,-378.560824
9.500000,0.500000,940.000000,-409.681185
9.500000,0.500000,945.000000,-444.521613
9.500000,0.500000,950.000000,-483.228224
9.500000,0.600000,800.000000,-1106.368816
9.500000,0.600000,805.000000,-1007.698789
9.500000,0.600000,810.000000,-917.604803
9.500000,0.600000,815.000000,-835.498537
9.500000,0.600000,820.000000,-760.835345
9.500000,0.600000,825.000000,-693.134499
9.500000,0.600000,830.000000,-631.936316
9.500000,0.600000,835.000000,-576.848837
9.500000,0.600000,840.000000,-527.496183
9.500000,0.600000,845.000000,-483.543437
9.500000,0.600000,850.000000,-444.687365
9.500000,0.600000,855.000000,-410.658571
9.500000,0.600000,860.000000,-381.210613
9.500000,0.600000,865.000000,-356.139807
9.500000,0.600000,870.000000,-335.215094
9.500000,0.600000,875.000000,-318.303060
9.500000,0.600000,880.000000,-305.280650
9.500000,0.600000,885.000000,-295.935202
9.500000,0.600000,890.000000,-290.268714
9.500000,0.600000,895.000000,-288.132283
9.500000,0.600000,900.000000,-289.490065
9.500000,0.600000,905.000000,-294.271963
9.500000,0.600000,910.000000,-302.530954
9.500000,0.600000,915.000000,-314.214299
9.500000,0.600000,920.000000,-329.387838
9.500000,0.600000,925.000000,-348.009810
9.500000,0.600000,930.000000,-370.209422
9.500000,0.600000,935.000000,-396.032164
9.500000,0.600000,940.000000,-425.601189
9.500000,0.600000,945.000000,-459.025666
9.500000,0.600000,950.000000,-496.414370
9.500000,0.700000,800.000000,-1254.274154
9.500000,0.700000,805.000000,-1145.552395
9.500000,0.700000,810.000000,-1046.041025
9.500000,0.700000,815.000000,-955.107971
9.500000,0.700000,820.000000,-872.167871
9.500000,0.700000,825.000000,-796.705420
9.500000,0.700000,830.000000,-728.226399
9.500000,0.700000,835.000000,-666.311425
9.500000,0.700000,840.000000,-610.556655
9.500000,0.700000,845.000000,-560.602481
9.500000,0.700000,850.000000,-516.122898
9.500000,0.700000,855.000000,-476.828065
9.500000,0.700000,860.000000,-442.451710
9.500000,0.700000,865.000000,-412.760265
9.500000,0.700000,870.000000,-387.540848
9.500000,0.700000,875.000000,-366.611151
9.500000,0.700000,880.000000,-349.810911
9.500000,0.700000,885.000000,-337.017258
9.500000,0.700000,890.000000,-328.040623
9.500000,0.700000,895.000000,-322.883665
9.500000,0.700000,900.000000,-321.420773
9.500000,0.700000,905.000000,-323.619857
9.500000,0.700000,910.000000,-329.475711
9.500000,0.700000,915.000000,-338.917115
9.500000,0.700000,920.000000,-351.953313
9.500000,0.700000,925.000000,-368.677715
9.500000,0.700000,930.000000,-389.092632
9.500000,0.700000,935.000000,-413.272796
9.500000,0.700000,940.000000,-441.322329
9.500000,0.700000,945.000000,-473.344498
9.500000,0.700000,950.000000,-509.414141
9.500000,0.800000,800.000000,-1393.791159
9.500000,0.800000,805.000000,-1275.761044
9.500000,0.800000,810.000000,-1167.526132
9.500000,0.800000,815.000000,-1068.412989
9.500000,0.800000,820.000000,-977.797752
9.500000,0.800000,825.000000,-895.132449
9.500000,0.800000,830.000000,-819.890271
9.500000,0.800000,835.000000,-751.626049
9.500000,0.800000,840.000000,-689.909724
9.500000,0.800000,845.000000,-634.358661
9.500000,0.800000,850.000000,-584.625755
9.500000,0.800000,855.000000,-540.402381
9.500000,0.800000,860.000000,-501.404156
9.500000,0.800000,865.000000,-467.395239
9.500000,0.800000,870.000000,-438.105086
9.500000,0.800000,875.000000,-413.374822
9.500000,0.800000,880.000000,-393.019723
9.500000,0.800000,885.000000,-376.916962
9.500000,0.800000,890.000000,-364.838970
9.500000,0.800000,895.000000,-356.789347
9.500000,0.800000,900.000000,-352.672185
9.500000,0.800000,905.000000,-352.341105
9.500000,0.800000,910.000000,-355.837340
9.500000,0.800000,915.000000,-363.107022
9.500000,0.800000,920.000000,-374.167626
9.500000,0.800000,925.000000,-389.013469
9.500000,0.800000,930.000000,-407.709038
9.500000,0.800000,935.000000,-430.283854
9.500000,0.800000,940.000000,-456.851877
9.500000,0.800000,945.000000,-487.482631
9.500000,0.800000,950.000000,-522.312086
9.500000,0.900000,800.000000,-1526.203284
9.500000,0.900000,805.000000,-1399.471054
9.500000,0.900000,810.000000,-1283.079696
9.500000,0.900000,815.000000,-1176.316421
9.500000,0.900000,820.000000,-1078.520704
9.500000,0.900000,825.000000,-989.113460
9.500000,0.900000,830.000000,-907.536845
9.500000,0.900000,835.000000,-833.321183
9.500000,0.900000,840.000000,-766.011524
9.500000,0.900000,845.000000,-705.203445
9.500000,0.900000,850.000000,-650.529959
9.500000,0.900000,855.000000,-601.664843
9.500000,0.900000,860.000000,-558.306837
9.500000,0.900000,865.000000,-520.190483
9.500000,0.900000,870.000000,-487.087287
9.500000,0.900000,875.000000,-458.742346
9.500000,0.900000,880.000000,-435.012879
9.500000,0.900000,885.000000,-415.717689
9.500000,0.900000,890.000000,-400.750414
9.500000,0.900000,895.000000,-389.901519
9.500000,0.900000,900.000000,-383.203722
9.500000,0.900000,905.000000,-380.456356
9.500000,0.900000,910.000000,-381.705577
9.500000,0.900000,915.000000,-386.890551
9.500000,0.900000,920.000000,-396.001115
9.500000,0.900000,925.000000,-409.043649
9.500000,0.900000,930.000000,-426.055262
9.500000,0.900000,935.000000,-447.084206
9.500000,0.900000,940.000000,-472.191126
9.500000,0.900000,945.000000,-501.487722
9.500000,0.900000,950.000000,-535.071991
9.500000,1.000000,800.000000,-1652.496670
9.500000,1.000000,805.000000,-1517.568033
9.500000,1.000000,810.000000,-1393.494018
9.500000,1.000000,815.000000,-1279.524206
9.500000,1.000000,820.000000,-1174.962987
9.500000,1.000000,825.000000,-1079.201487
9.500000,1.000000,830.000000,-991.652136
9.500000,1.000000,835.000000,-911.821789
9.500000,1.000000,840.000000,-839.231681
9.500000,1.000000,845.000000,-773.456584
9.500000,1.000000,850.000000,-714.110561
9.500000,1.000000,855.000000,-660.850695
9.500000,1.000000,860.000000,-613.365908
9.500000,1.000000,865.000000,-571.360647
9.500000,1.000000,870.000000,-534.589910
9.500000,1.000000,875.000000,-502.829481
9.500000,1.000000,880.000000,-475.889992
9.500000,1.000000,885.000000,-453.599592
9.500000,1.000000,890.000000,-435.731748
9.500000,1.000000,895.000000,-422.263933
9.500000,1.000000,900.000000,-413.056916
9.500000,1.000000,905.000000,-408.032227
9.500000,1.000000,910.000000,-407.112102
9.500000,1.000000,915.000000,-410.274251
9.500000,1.000000,920.000000,-417.490650
9.500000,1.000000,925.000000,-428.805181
9.500000,1.000000,930.000000,-444.153606
9.500000,1.000000,935.000000,-463.662717
9.500000,1.000000,940.000000,-487.357416
9.500000,1.000000,945.000000,-515.338115
9.500000,1.000000,950.000000,-547.739516
9.500000,1.100000,800.000000,-1773.448465
9.500000,1.100000,805.000000,-1630.753039
9.500000,1.100000,810.000000,-1499.399301
9.500000,1.100000,815.000000,-1378.600723
9.500000,1.100000,820.000000,-1267.627999
9.500000,1.100000,825.000000,-1165.843614
9.500000,1.100000,830.000000,-1072.631407
9.500000,1.100000,835.000000,-987.475654
9.500000,1.100000,840.000000,-909.874683
9.500000,1.100000,845.000000,-839.383260
9.500000,1.100000,850.000000,-775.597267
9.500000,1.100000,855.000000,-718.157800
9.500000,1.100000,860.000000,-666.739078
9.500000,1.100000,865.000000,-621.045445
9.500000,1.100000,870.000000,-580.775854
9.500000,1.100000,875.000000,-545.738590
9.500000,1.100000,880.000000,-515.704727
9.500000,1.100000,885.000000,-490.509597
9.500000,1.100000,890.000000,-469.948742
9.500000,1.100000,895.000000,-453.943313
9.500000,1.100000,900.000000,-442.342773
9.500000,1.100000,905.000000,-435.064272
9.500000,1.100000,910.000000,-432.047122
9.500000,1.100000,915.000000,-433.251067
9.500000,1.100000,920.000000,-438.644699
9.500000,1.100000,925.000000,-448.223324
9.500000,1.100000,930.000000,-462.010319
9.500000,1.100000,935.000000,-480.036806
9.500000,1.100000,940.000000,-502.357396
9.500000,1.100000,945.000000,-529.049343
9.500000,1.100000,950.000000,-560.259818
9.500000,1.200000,800.000000,-1889.684036
9.500000,1.200000,805.000000,-1739.592310
9.500000,1.200000,810.000000,-1601.306597
9.500000,1.200000,815.000000,-1474.005612
9.500000,1.200000,820.000000,-1356.927586
9.500000,1.200000,825.000000,-1249.407388
9.500000,1.200000,830.000000,-1150.801267
9.500000,1.200000,835.000000,-1060.571700
9.500000,1.200000,840.000000,-978.194893
9.500000,1.200000,845.000000,-903.206300
9.500000,1.200000,850.000000,-835.184258
9.500000,1.200000,855.000000,-773.754463
9.500000,1.200000,860.000000,-718.577000
9.500000,1.200000,865.000000,-669.324374
9.500000,1.200000,870.000000,-625.736117
9.500000,1.200000,875.000000,-587.559924
9.500000,1.200000,880.000000,-554.610172
9.500000,1.200000,885.000000,-526.581667
9.500000,1.200000,890.000000,-503.419303
9.500000,1.200000,895.000000,-484.945376
9.500000,1.200000,900.000000,-471.038646
9.500000,1.200000,905.000000,-461.602647
9.500000,1.200000,910.000000,-456.595476
9.500000,1.200000,915.000000,-455.865739
9.500000,1.200000,920.000000,-459.482048
9.500000,1.200000,925.000000,-467.399217
9.500000,1.200000,930.000000,-479.628149
9.500000,1.200000,935.000000,-496.202837
9.500000,1.200000,940.000000,-517.208127
9.500000,1.200000,945.000000,-542.631329
9.500000,1.200000,950.000000,-572.662772
9.500000,1.300000,800.000000,-2001.715482
9.500000,1.300000,805.000000,-1844.550995
9.500000,1.300000,810.000000,-1699.654474
9.500000,1.300000,815.000000,-1566.119119
9.500000,1.300000,820.000000,-1443.203784
9.500000,1.300000,825.000000,-1330.199319
9.500000,1.300000,830.000000,-1226.435283
9.500000,1.300000,835.000000,-1131.353047
9.500000,1.300000,840.000000,-1044.407397
9.500000,1.300000,845.000000,-965.115079
9.500000,1.300000,850.000000,-893.037437
9.500000,1.300000,855.000000,-827.785267
9.500000,1.300000,860.000000,-769.004994
9.500000,1.300000,865.000000,-716.356532
9.500000,1.300000,870.000000,-669.565004
9.500000,1.300000,875.000000,-628.371227
9.500000,1.300000,880.000000,-592.578781
9.500000,1.300000,885.000000,-561.870369
9.500000,1.300000,890.000000,-536.191589
9.500000,1.300000,895.000000,-515.342630
9.500000,1.300000,900.000000,-499.242975
9.500000,1.300000,905.000000,-487.675101
9.500000,1.300000,910.000000,-480.677383
9.500000,1.300000,915.000000,-478.160888
9.500000,1.300000,920.000000,-480.016995
9.500000,1.300000,925.000000,-486.315733
9.500000,1.300000,930.000000,-497.035965
9.500000,1.300000,935.000000,-512.196022
9.500000,1.300000,940.000000,-531.875083
9.500000,1.300000,945.000000,-556.061786
9.500000,1.300000,950.000000,-584.929261
9.500000,1.400000,800.000000,-2109.968436
9.500000,1.400000,805.000000,-1946.016747
9.500000,1.400000,810.000000,-1794.761337
9.500000,1.400000,815.000000,-1655.260062
9.500000,1.400000,820.000000,-1526.744341
9.500000,1.400000,825.000000,-1408.478194
9.500000,1.400000,830.000000,-1299.765309
9.500000,1.400000,835.000000,-1200.026581
9.500000,1.400000,840.000000,-1108.696003
9.500000,1.400000,845.000000,-1025.272156
9.500000,1.400000,850.000000,-949.299880
9.500000,1.400000,855.000000,-880.375505
9.500000,1.400000,860.000000,-818.132205
9.500000,1.400000,865.000000,-762.223548
9.500000,1.400000,870.000000,-712.343145
9.500000,1.400000,875.000000,-668.259443
9.500000,1.400000,880.000000,-629.689975
9.500000,1.400000,885.000000,-596.416355
9.500000,1.400000,890.000000,-568.337601
9.500000,1.400000,895.000000,-545.158309
9.500000,1.400000,900.000000,-526.862556
9.500000,1.400000,905.000000,-513.298718
9.500000,1.400000,910.000000,-504.386825
9.500000,1.400000,915.000000,-500.085479
9.500000,1.400000,920.000000,-500.256110
9.500000,1.400000,925.000000,-505.009900
9.500000,1.400000,930.000000,-514.226247
9.500000,1.400000,935.000000,-527.999276
9.500000,1.400000,940.000000,-546.356074
9.500000,1.400000,945.000000,-569.365351
9.500000,1.400000,950.000000,-597.106852
10.000000,0.400000,800.000000,-895.977052
10.000000,0.400000,805.000000,-818.808055
10.000000,0.400000,810.000000,-748.920653
10.000000,0.400000,815.000000,-685.808238
10.000000,0.400000,820.000000,-629.001444
10.000000,0.400000,825.000000,-578.079183
10.000000,0.400000,830.000000,-532.662837
10.000000,0.400000,835.000000,-492.396736
10.000000,0.400000,840.000000,-456.959393
10.000000,0.400000,845.000000,-426.074002
10.000000,0.400000,850.000000,-399.482090
10.000000,0.400000,855.000000,-376.949028
10.000000,0.400000,860.000000,-358.274426
10.000000,0.400000,865.000000,-343.282944
10.000000,0.400000,870.000000,-331.816185
10.000000,0.400000,875.000000,-323.755115
10.000000,0.400000,880.000000,-318.970423
10.000000,0.400000,885.000000,-317.410019
10.000000,0.400000,890.000000,-318.930446
10.000000,0.400000,895.000000,-323.598530
10.000000,0.400000,900.000000,-331.272036
10.000000,0.400000,905.000000,-342.029454
10.000000,0.400000,910.000000,-355.855172
10.000000,0.400000,915.000000,-372.781227
10.000000,0.400000,920.000000,-392.882653
10.000000,0.400000,925.000000,-416.171153
10.000000,0.400000,930.000000,-442.737310
10.000000,0.400000,935.000000,-472.735564
10.000000,0.400000,940.000000,-506.249813
10.000000,0.400000,945.000000,-543.436201
10.000000,0.400000,950.000000,-584.442883
10.000000,0.500000,800.000000,-1070.473614
10.000000,0.500000,805.000000,-980.728405
10.000000,0.500000,810.000000,-899.081798
10.000000,0.500000,815.000000,-824.975081
10.000000,0.500000,820.000000,-757.890111
10.000000,0.500000,825.000000,-697.362666
10.000000,0.500000,830.000000,-642.975540
10.000000,0.500000,835.000000,-594.335014
10.000000,0.500000,840.000000,-551.084425
10.000000,0.500000,845.000000,-512.916864
10.000000,0.500000,850.000000,-479.543385
10.000000,0.500000,855.000000,-450.699752
10.000000,0.500000,860.000000,-426.158977
10.000000,0.500000,865.000000,-405.719297
10.000000,0.500000,870.000000,-389.200267
10.000000,0.500000,875.000000,-376.478762
10.000000,0.500000,880.000000,-367.333399
10.000000,0.500000,885.000000,-361.729810
10.000000,0.500000,890.000000,-359.572046
10.000000,0.500000,895.000000,-360.816812
10.000000,0.500000,900.000000,-365.358173
10.000000,0.500000,905.000000,-373.171413
10.000000,0.500000,910.000000,-384.341605
10.000000,0.500000,915.000000,-398.794923
10.000000,0.500000,920.000000,-416.594724
10.000000,0.500000,925.000000,-437.790202
10.000000,0.500000,930.000000,-462.431430
10.000000,0.500000,935.000000,-490.651993
10.000000,0.500000,940.000000,-522.555390
10.000000,0.500000,945.000000,-558.265375
10.000000,0.500000,950.000000,-597.882186
10.000000,0.600000,800.000000,-1232.273727
10.000000,0.600000,805.000000,-1131.213512
10.000000,0.600000,810.000000,-1038.974115
10.000000,0.600000,815.000000,-954.948944
10.000000,0.600000,820.000000,-878.575226
10.000000,0.600000,825.000000,-809.349545
10.000000,0.600000,830.000000,-746.819977
10.000000,0.600000,835.000000,-690.558796
10.000000,0.600000,840.000000,-640.178232
10.000000,0.600000,845.000000,-595.351252
10.000000,0.600000,850.000000,-555.744596
10.000000,0.600000,855.000000,-521.086675
10.000000,0.600000,860.000000,-491.122076
10.000000,0.600000,865.000000,-465.631552
10.000000,0.600000,870.000000,-444.400877
10.000000,0.600000,875.000000,-427.279383
10.000000,0.600000,880.000000,-414.087564
10.000000,0.600000,885.000000,-404.714152
10.000000,0.600000,890.000000,-399.050478
10.000000,0.600000,895.000000,-397.039509
10.000000,0.600000,900.000000,-398.544509
10.000000,0.600000,905.000000,-403.609679
10.000000,0.600000,910.000000,-412.179357
10.000000,0.600000,915.000000,-424.256777
10.000000,0.600000,920.000000,-439.855594
10.000000,0.600000,925.000000,-459.029554
10.000000,0.600000,930.000000,-481.836402
10.000000,0.600000,935.000000,-508.333552
10.000000,0.600000,940.000000,-538.675350
10.000000,0.600000,945.000000,-572.887683
10.000000,0.600000,950.000000,-611.184440
10.000000,0.700000,800.000000,-1383.801573
10.000000,0.700000,805.000000,-1272.390327
10.000000,0.700000,810.000000,-1170.454182
10.000000,0.700000,815.000000,-1077.341744
10.000000,0.700000,820.000000,-992.448535
10.000000,0.700000,825.000000,-915.243924
10.000000,0.700000,830.000000,-845.215931
10.000000,0.700000,835.000000,-781.933326
10.000000,0.700000,840.000000,-724.977860
10.000000,0.700000,845.000000,-673.977679
10.000000,0.700000,850.000000,-628.595444
10.000000,0.700000,855.000000,-588.531962
10.000000,0.700000,860.000000,-553.511282
10.000000,0.700000,865.000000,-523.291656
10.000000,0.700000,870.000000,-497.688572
10.000000,0.700000,875.000000,-476.437982
10.000000,0.700000,880.000000,-459.373582
10.000000,0.700000,885.000000,-446.435277
10.000000,0.700000,890.000000,-437.438035
10.000000,0.700000,895.000000,-432.310542
10.000000,0.700000,900.000000,-430.974763
10.000000,0.700000,905.000000,-433.375347
10.000000,0.700000,910.000000,-439.474620
10.000000,0.700000,915.000000,-449.263681
10.000000,0.700000,920.000000,-462.744095
10.000000,0.700000,925.000000,-479.987039
10.000000,0.700000,930.000000,-500.946000
10.000000,0.700000,935.000000,-525.780944
10.000000,0.700000,940.000000,-554.580346
10.000000,0.700000,945.000000,-587.389775
10.000000,0.700000,950.000000,-624.378965
10.000000,0.800000,800.000000,-1526.795921
10.000000,0.800000,805.000000,-1405.798291
10.000000,0.800000,810.000000,-1294.878589
10.000000,0.800000,815.000000,-1193.343059
10.000000,0.800000,820.000000,-1100.547792
10.000000,0.800000,825.000000,-1015.928705
10.000000,0.800000,830.000000,-938.940431
10.000000,0.800000,835.000000,-869.125311
10.000000,0.800000,840.000000,-806.038200
10.000000,0.800000,845.000000,-749.283597
10.000000,0.800000,850.000000,-698.502457
10.000000,0.800000,855.000000,-653.376228
10.000000,0.800000,860.000000,-613.610263
10.000000,0.800000,865.000000,-578.950835
10.000000,0.800000,870.000000,-549.158831
10.000000,0.800000,875.000000,-524.008849
10.000000,0.800000,880.000000,-503.374123
10.000000,0.800000,885.000000,-486.998043
10.000000,0.800000,890.000000,-474.870778
10.000000,0.800000,895.000000,-466.761615
10.000000,0.800000,900.000000,-462.674362
10.000000,0.800000,905.000000,-462.517222
10.000000,0.800000,910.000000,-466.261602
10.000000,0.800000,915.000000,-473.820459
10.000000,0.800000,920.000000,-485.259460
10.000000,0.800000,925.000000,-500.574431
10.000000,0.800000,930.000000,-519.806749
10.000000,0.800000,935.000000,-543.003232
10.000000,0.800000,940.000000,-570.271012
10.000000,0.800000,945.000000,-601.715499
10.000000,0.800000,950.000000,-637.394036
10.000000,0.900000,800.000000,-1662.554183
10.000000,0.900000,805.000000,-1532.594186
10.000000,0.900000,810.000000,-1413.274319
10.000000,0.900000,815.000000,-1303.860507
10.000000,0.900000,820.000000,-1203.671295
10.000000,0.900000,825.000000,-1112.110738
10.000000,0.900000,830.000000,-1028.601692
10.000000,0.900000,835.000000,-952.661389
10.000000,0.900000,840.000000,-883.819180
10.000000,0.900000,845.000000,-821.657221
10.000000,0.900000,850.000000,-765.796053
10.000000,0.900000,855.000000,-715.899029
10.000000,0.900000,860.000000,-671.654117
10.000000,0.900000,865.000000,-632.808338
10.000000,0.900000,870.000000,-599.059542
10.000000,0.900000,875.000000,-570.212217
10.000000,0.900000,880.000000,-546.096948
10.000000,0.900000,885.000000,-526.515612
10.000000,0.900000,890.000000,-511.320061
10.000000,0.900000,895.000000,-500.448332
10.000000,0.900000,900.000000,-493.697712
10.000000,0.900000,905.000000,-491.072951
10.000000,0.900000,910.000000,-492.502626
10.000000,0.900000,915.000000,-497.942575
10.000000,0.900000,920.000000,-507.427891
10.000000,0.900000,925.000000,-520.871664
10.000000,0.900000,930.000000,-538.399381
10.000000,0.900000,935.000000,-560.008911
10.000000,0.900000,940.000000,-585.806622
10.000000,0.900000,945.000000,-615.863655
10.000000,0.900000,950.000000,-650.335061
10.000000,1.000000,800.000000,-1792.074952
10.000000,1.000000,805.000000,-1653.673373
10.000000,1.000000,810.000000,-1526.441032
10.000000,1.000000,815.000000,-1409.605294
10.000000,1.000000,820.000000,-1302.448765
10.000000,1.000000,825.000000,-1204.344991
10.000000,1.000000,830.000000,-1114.686389
10.000000,1.000000,835.000000,-1032.966161
10.000000,1.000000,840.000000,-958.689269
10.000000,1.000000,845.000000,-891.416545
10.000000,1.000000,850.000000,-830.749106
10.000000,1.000000,855.000000,-776.333161
10.000000,1.000000,860.000000,-727.847567
10.000000,1.000000,865.000000,-684.981892
10.000000,1.000000,870.000000,-647.490703
10.000000,1.000000,875.000000,-615.136913
10.000000,1.000000,880.000000,-587.721166
