SteamRatio(mol:mol EB),Pressure(bar),Temperature(K),EconomicPotential($/hr)
7.500000,0.700000,940.000000,12.779431
7.500000,0.700000,945.000000,-16.104210
7.500000,0.700000,950.000000,-48.752041
7.500000,0.800000,800.000000,-844.246074
7.500000,0.800000,805.000000,-739.385817
7.500000,0.800000,810.000000,-643.106842
7.500000,0.800000,815.000000,-554.822238
7.500000,0.800000,820.000000,-473.993148
7.500000,0.800000,825.000000,-400.140152
7.500000,0.800000,830.000000,-332.814748
7.500000,0.800000,835.000000,-271.625005
7.500000,0.800000,840.000000,-216.204544
7.500000,0.800000,845.000000,-166.225189
7.500000,0.800000,850.000000,-121.390395
7.500000,0.800000,855.000000,-81.433844
7.500000,0.800000,860.000000,-46.115242
7.500000,0.800000,865.000000,-15.219594
7.500000,0.800000,870.000000,11.445482
7.500000,0.800000,875.000000,34.044511
7.500000,0.800000,880.000000,52.727932
7.500000,0.800000,885.000000,67.608141
7.500000,0.800000,890.000000,78.814898
7.500000,0.800000,895.000000,86.434283
7.500000,0.800000,900.000000,90.499027
7.500000,0.800000,905.000000,91.103105
7.500000,0.800000,910.000000,88.213260
7.500000,0.800000,915.000000,81.945343
7.500000,0.800000,920.000000,72.218437
7.500000,0.800000,925.000000,59.021760
7.500000,0.800000,930.000000,42.316794
7.500000,0.800000,935.000000,22.059794
7.500000,0.800000,940.000000,-1.830281
7.500000,0.800000,945.000000,-29.445654
7.500000,0.800000,950.000000,-60.896169
7.500000,0.900000,800.000000,-961.889102
7.500000,0.900000,805.000000,-849.441573
7.500000,0.900000,810.000000,-746.051061
7.500000,0.900000,815.000000,-651.095568
7.500000,0.900000,820.000000,-564.003501
7.500000,0.900000,825.000000,-484.267631
7.500000,0.900000,830.000000,-411.411697
7.500000,0.900000,835.000000,-345.021852
7.500000,0.900000,840.000000,-284.709477
7.500000,0.900000,845.000000,-230.126973
7.500000,0.900000,850.000000,-180.960126
7.500000,0.900000,855.000000,-136.927069
7.500000,0.900000,860.000000,-97.773186
7.500000,0.900000,865.000000,-63.286137
7.500000,0.900000,870.000000,-33.210553
7.500000,0.900000,875.000000,-7.420227
7.500000,0.900000,880.000000,14.218187
7.500000,0.900000,885.000000,31.963691
7.500000,0.900000,890.000000,45.797776
7.500000,0.900000,895.000000,55.889121
7.500000,0.900000,900.000000,62.275307
7.500000,0.900000,905.000000,65.040298
7.500000,0.900000,910.000000,64.220860
7.500000,0.900000,915.000000,59.816584
7.500000,0.900000,920.000000,51.828488
7.500000,0.900000,925.000000,40.282630
7.500000,0.900000,930.000000,25.151283
7.500000,0.900000,935.000000,6.318649
7.500000,0.900000,940.000000,-16.264324
7.500000,0.900000,945.000000,-42.619940
7.500000,0.900000,950.000000,-72.945646
7.500000,1.000000,800.000000,-1073.968221
7.500000,1.000000,805.000000,-954.373913
7.500000,1.000000,810.000000,-844.285212
7.500000,1.000000,815.000000,-743.046619
7.500000,1.000000,820.000000,-650.055260
7.500000,1.000000,825.000000,-564.777299
7.500000,1.000000,830.000000,-486.709902
7.500000,1.000000,835.000000,-415.418223
7.500000,1.000000,840.000000,-350.492341
7.500000,1.000000,845.000000,-291.566054
7.500000,1.000000,850.000000,-238.308247
7.500000,1.000000,855.000000,-190.422211
7.500000,1.000000,860.000000,-147.639701
7.500000,1.000000,865.000000,-109.716687
7.500000,1.000000,870.000000,-76.440706
7.500000,1.000000,875.000000,-47.627384
7.500000,1.000000,880.000000,-23.090972
7.500000,1.000000,885.000000,-2.704788
7.500000,1.000000,890.000000,13.620555
7.500000,1.000000,895.000000,26.070353
7.500000,1.000000,900.000000,34.685943
7.500000,1.000000,905.000000,39.560131
7.500000,1.000000,910.000000,40.695428
7.500000,1.000000,915.000000,38.125260
7.500000,1.000000,920.000000,31.869588
7.500000,1.000000,925.000000,21.919679
7.500000,1.000000,930.000000,8.239987
7.500000,1.000000,935.000000,-9.189060
7.500000,1.000000,940.000000,-30.459855
7.500000,1.000000,945.000000,-55.626700
7.500000,1.000000,950.000000,-84.838023
7.500000,1.100000,800.000000,-1181.205295
7.500000,1.100000,805.000000,-1054.837998
7.500000,1.100000,810.000000,-938.411672
7.500000,1.100000,815.000000,-831.210023
7.500000,1.100000,820.000000,-732.628868
7.500000,1.100000,825.000000,-642.099261
7.500000,1.100000,830.000000,-559.092826
7.500000,1.100000,835.000000,-483.154525
7.500000,1.100000,840.000000,-413.853934
7.500000,1.100000,845.000000,-350.806952
7.500000,1.100000,850.000000,-293.666201
7.500000,1.100000,855.000000,-242.120711
7.500000,1.100000,860.000000,-195.889162
7.500000,1.100000,865.000000,-154.722347
7.500000,1.100000,870.000000,-118.374224
7.500000,1.100000,875.000000,-86.666227
7.500000,1.100000,880.000000,-59.430376
7.500000,1.100000,885.000000,-36.465452
7.500000,1.100000,890.000000,-17.687553
7.500000,1.100000,895.000000,-2.974202
7.500000,1.100000,900.000000,7.777781
7.500000,1.100000,905.000000,14.626009
7.500000,1.100000,910.000000,17.597735
7.500000,1.100000,915.000000,16.792696
7.500000,1.100000,920.000000,12.215802
7.500000,1.100000,925.000000,3.813855
7.500000,1.100000,930.000000,-8.409650
7.500000,1.100000,935.000000,-24.493313
7.500000,1.100000,940.000000,-44.495078
7.500000,1.100000,945.000000,-68.490961
7.500000,1.100000,950.000000,-96.600106
7.500000,1.200000,800.000000,-1284.178409
7.500000,1.200000,805.000000,-1151.360225
7.500000,1.200000,810.000000,-1028.890232
7.500000,1.200000,815.000000,-916.018518
7.500000,1.200000,820.000000,-812.114800
7.500000,1.200000,825.000000,-716.584605
7.500000,1.200000,830.000000,-628.874941
7.500000,1.200000,835.000000,-548.511285
7.500000,1.200000,840.000000,-475.043426
7.500000,1.200000,845.000000,-408.069972
7.500000,1.200000,850.000000,-347.227837
7.500000,1.200000,855.000000,-292.192280
7.500000,1.200000,860.000000,-242.669366
7.500000,1.200000,865.000000,-198.411788
7.500000,1.200000,870.000000,-159.138649
7.500000,1.200000,875.000000,-124.648016
7.500000,1.200000,880.000000,-94.790049
7.500000,1.200000,885.000000,-69.385091
7.500000,1.200000,890.000000,-48.296694
7.500000,1.200000,895.000000,-31.392544
7.500000,1.200000,900.000000,-18.630242
7.500000,1.200000,905.000000,-9.820695
7.500000,1.200000,910.000000,-4.989509
7.500000,1.200000,915.000000,-4.089321
7.500000,1.200000,920.000000,-7.090573
7.500000,1.200000,925.000000,-13.989048
7.500000,1.200000,930.000000,-24.815042
7.500000,1.200000,935.000000,-39.582620
7.500000,1.200000,940.000000,-58.353356
7.500000,1.200000,945.000000,-81.200129
7.500000,1.200000,950.000000,-108.206156
7.500000,1.300000,800.000000,-1383.359029
7.500000,1.300000,805.000000,-1244.383795
7.500000,1.300000,810.000000,-1116.121601
7.500000,1.300000,815.000000,-997.828228
7.500000,1.300000,820.000000,-888.844550
7.500000,1.300000,825.000000,-788.524343
7.500000,1.300000,830.000000,-696.317942
7.500000,1.300000,835.000000,-611.722939
7.500000,1.300000,840.000000,-534.269973
7.500000,1.300000,845.000000,-463.540908
7.500000,1.300000,850.000000,-399.157439
7.500000,1.300000,855.000000,-340.781480
7.500000,1.300000,860.000000,-288.106883
7.500000,1.300000,865.000000,-240.850433
7.500000,1.300000,870.000000,-198.772324
7.500000,1.300000,875.000000,-161.651600
7.500000,1.300000,880.000000,-129.292765
7.500000,1.300000,885.000000,-101.567520
7.500000,1.300000,890.000000,-78.245006
7.500000,1.300000,895.000000,-59.201364
7.500000,1.300000,900.000000,-44.418439
7.500000,1.300000,905.000000,-33.774106
7.500000,1.300000,910.000000,-27.195044
7.500000,1.300000,915.000000,-24.676728
7.500000,1.300000,920.000000,-26.123783
7.500000,1.300000,925.000000,-31.564813
7.500000,1.300000,930.000000,-40.987057
7.500000,1.300000,935.000000,-54.472019
7.500000,1.300000,940.000000,-72.034137
7.500000,1.300000,945.000000,-93.763201
7.500000,1.300000,950.000000,-119.749936
7.500000,1.400000,800.000000,-1479.137654
7.500000,1.400000,805.000000,-1334.241647
7.500000,1.400000,810.000000,-1200.432154
7.500000,1.400000,815.000000,-1076.936400
7.500000,1.400000,820.000000,-963.070757
7.500000,1.400000,825.000000,-858.162893
7.500000,1.400000,830.000000,-761.642377
7.500000,1.400000,835.000000,-672.987783
7.500000,1.400000,840.000000,-591.711176
7.500000,1.400000,845.000000,-517.378170
7.500000,1.400000,850.000000,-449.595679
7.500000,1.400000,855.000000,-388.012656
7.500000,1.400000,860.000000,-332.311087
7.500000,1.400000,865.000000,-282.196606
7.500000,1.400000,870.000000,-237.419224
7.500000,1.400000,875.000000,-197.754088
7.500000,1.400000,880.000000,-162.976802
7.500000,1.400000,885.000000,-132.934037
7.500000,1.400000,890.000000,-107.469134
7.500000,1.400000,895.000000,-86.450026
7.500000,1.400000,900.000000,-69.751991
7.500000,1.400000,905.000000,-57.287941
7.500000,1.400000,910.000000,-49.003824
7.500000,1.400000,915.000000,-44.860135
7.500000,1.400000,920.000000,-44.790676
7.500000,1.400000,925.000000,-48.821636
7.500000,1.400000,930.000000,-56.928026
7.500000,1.400000,935.000000,-69.168607
7.500000,1.400000,940.000000,-85.590151
7.500000,1.400000,945.000000,-106.180286
7.500000,1.400000,950.000000,-131.121162
8.000000,0.400000,800.000000,-417.069774
8.000000,0.400000,805.000000,-347.265815
8.000000,0.400000,810.000000,-283.920655
8.000000,0.400000,815.000000,-226.593051
8.000000,0.400000,820.000000,-174.878743
8.000000,0.400000,825.000000,-128.412392
8.000000,0.400000,830.000000,-86.862299
8.000000,0.400000,835.000000,-49.924734
8.000000,0.400000,840.000000,-17.326062
8.000000,0.400000,845.000000,11.179770
8.000000,0.400000,850.000000,35.815043
8.000000,0.400000,855.000000,56.777272
8.000000,0.400000,860.000000,74.241743
8.000000,0.400000,865.000000,88.326697
8.000000,0.400000,870.000000,99.271842
8.000000,0.400000,875.000000,107.083460
8.000000,0.400000,880.000000,111.856746
8.000000,0.400000,885.000000,113.764416
8.000000,0.400000,890.000000,112.761283
8.000000,0.400000,895.000000,108.930641
8.000000,0.400000,900.000000,102.286906
8.000000,0.400000,905.000000,92.839717
8.000000,0.400000,910.000000,80.560898
8.000000,0.400000,915.000000,65.437695
8.000000,0.400000,920.000000,47.418754
8.000000,0.400000,925.000000,26.448288
8.000000,0.400000,930.000000,2.437650
8.000000,0.400000,935.000000,-24.706823
8.000000,0.400000,940.000000,-55.080590
8.000000,0.400000,945.000000,-88.850513
8.000000,0.400000,950.000000,-126.079954
8.000000,0.500000,800.000000,-574.624464
8.000000,0.500000,805.000000,-493.739970
8.000000,0.500000,810.000000,-420.023759
8.000000,0.500000,815.000000,-352.987914
8.000000,0.500000,820.000000,-292.184639
8.000000,0.500000,825.000000,-237.210317
8.000000,0.500000,830.000000,-187.699285
8.000000,0.500000,835.000000,-143.314504
8.000000,0.500000,840.000000,-103.751806
8.000000,0.500000,845.000000,-68.740099
8.000000,0.500000,850.000000,-38.029079
8.000000,0.500000,855.000000,-11.398260
8.000000,0.500000,860.000000,11.350564
8.000000,0.500000,865.000000,30.388575
8.000000,0.500000,870.000000,45.881598
8.000000,0.500000,875.000000,57.914076
8.000000,0.500000,880.000000,66.675092
8.000000,0.500000,885.000000,72.245232
8.000000,0.500000,890.000000,74.649120
8.000000,0.500000,895.000000,73.974337
8.000000,0.500000,900.000000,70.244414
8.000000,0.500000,905.000000,63.480213
8.000000,0.500000,910.000000,53.672919
8.000000,0.500000,915.000000,40.870048
8.000000,0.500000,920.000000,24.978101
8.000000,0.500000,925.000000,5.949710
8.000000,0.500000,930.000000,-16.254350
8.000000,0.500000,935.000000,-41.735149
8.000000,0.500000,940.000000,-70.587588
8.000000,0.500000,945.000000,-102.953512
8.000000,0.500000,950.000000,-138.890731
8.000000,0.600000,800.000000,-720.284033
8.000000,0.600000,805.000000,-629.443046
8.000000,0.600000,810.000000,-546.399964
8.000000,0.600000,815.000000,-470.623800
8.000000,0.600000,820.000000,-401.626663
8.000000,0.600000,825.000000,-338.973280
8.000000,0.600000,830.000000,-282.256718
8.000000,0.600000,835.000000,-231.120078
8.000000,0.600000,840.000000,-185.230191
8.000000,0.600000,845.000000,-144.288358
8.000000,0.600000,850.000000,-108.024814
8.000000,0.600000,855.000000,-76.197665
8.000000,0.600000,860.000000,-48.588919
8.000000,0.600000,865.000000,-25.005784
8.000000,0.600000,870.000000,-5.275857
8.000000,0.600000,875.000000,10.748288
8.000000,0.600000,880.000000,23.197394
8.000000,0.600000,885.000000,32.176222
8.000000,0.600000,890.000000,37.776044
8.000000,0.600000,895.000000,40.061656
8.000000,0.600000,900.000000,39.083271
8.000000,0.600000,905.000000,34.884269
8.000000,0.600000,910.000000,27.480540
8.000000,0.600000,915.000000,16.850669
8.000000,0.600000,920.000000,2.979670
8.000000,0.600000,925.000000,-14.161018
8.000000,0.600000,930.000000,-34.626434
8.000000,0.600000,935.000000,-58.507464
8.000000,0.600000,940.000000,-85.900337
8.000000,0.600000,945.000000,-116.846264
8.000000,0.600000,950.000000,-151.550130
8.000000,0.700000,800.000000,-856.394225
8.000000,0.700000,805.000000,-756.450789
8.000000,0.700000,810.000000,-664.877470
8.000000,0.700000,815.000000,-581.102948
8.000000,0.700000,820.000000,-504.601785
8.000000,0.700000,825.000000,-434.906851
8.000000,0.700000,830.000000,-371.579422
8.000000,0.700000,835.000000,-314.237442
8.000000,0.700000,840.000000,-262.522147
8.000000,0.700000,845.000000,-216.112348
8.000000,0.700000,850.000000,-174.717650
8.000000,0.700000,855.000000,-138.077774
8.000000,0.700000,860.000000,-105.956991
8.000000,0.700000,865.000000,-78.161915
8.000000,0.700000,870.000000,-54.459705
8.000000,0.700000,875.000000,-34.731285
8.000000,0.700000,880.000000,-18.857719
8.000000,0.700000,885.000000,-6.607374
8.000000,0.700000,890.000000,2.009729
8.000000,0.700000,895.000000,7.111788
8.000000,0.700000,900.000000,8.751661
8.000000,0.700000,905.000000,6.992041
8.000000,0.700000,910.000000,1.856741
8.000000,0.700000,915.000000,-6.672902
8.000000,0.700000,920.000000,-18.576359
8.000000,0.700000,925.000000,-33.903594
8.000000,0.700000,930.000000,-52.694486
8.000000,0.700000,935.000000,-75.020064
8.000000,0.700000,940.000000,-100.951732
8.000000,0.700000,945.000000,-130.616102
8.000000,0.700000,950.000000,-164.068558
8.000000,0.800000,800.000000,-984.618241
8.000000,0.800000,805.000000,-876.247180
8.000000,0.800000,810.000000,-776.774767
8.000000,0.800000,815.000000,-685.591568
8.000000,0.800000,820.000000,-602.136647
8.000000,0.800000,825.000000,-525.912745
8.000000,0.800000,830.000000,-456.451087
8.000000,0.800000,835.000000,-393.345879
8.000000,0.800000,840.000000,-336.214256
8.000000,0.800000,845.000000,-284.713923
8.000000,0.800000,850.000000,-238.535225
8.000000,0.800000,855.000000,-197.400839
8.000000,0.800000,860.000000,-161.060292
8.000000,0.800000,865.000000,-129.284918
8.000000,0.800000,870.000000,-101.893762
8.000000,0.800000,875.000000,-78.668543
8.000000,0.800000,880.000000,-59.499181
8.000000,0.800000,885.000000,-44.217152
8.000000,0.800000,890.000000,-32.745556
8.000000,0.800000,895.000000,-24.956931
8.000000,0.800000,900.000000,-20.811110
8.000000,0.800000,905.000000,-20.239413
8.000000,0.800000,910.000000,-23.240826
8.000000,0.800000,915.000000,-29.713504
8.000000,0.800000,920.000000,-39.731180
8.000000,0.800000,925.000000,-53.308952
8.000000,0.800000,930.000000,-70.480015
8.000000,0.800000,935.000000,-91.289404
8.000000,0.800000,940.000000,-115.815668
8.000000,0.800000,945.000000,-144.161270
8.000000,0.800000,950.000000,-176.462844
8.000000,0.900000,800.000000,-1106.186126
8.000000,0.900000,805.000000,-989.936723
8.000000,0.900000,810.000000,-883.079847
8.000000,0.900000,815.000000,-784.969834
8.000000,0.900000,820.000000,-695.011967
8.000000,0.900000,825.000000,-612.680298
8.000000,0.900000,830.000000,-537.477421
8.000000,0.900000,835.000000,-468.974941
8.000000,0.900000,840.000000,-406.767054
8.000000,0.900000,845.000000,-350.491427
8.000000,0.900000,850.000000,-299.820163
8.000000,0.900000,855.000000,-254.459864
8.000000,0.900000,860.000000,-214.145234
8.000000,0.900000,865.000000,-178.635010
8.000000,0.900000,870.000000,-147.719771
8.000000,0.900000,875.000000,-121.214547
8.000000,0.900000,880.000000,-98.963747
8.000000,0.900000,885.000000,-80.757663
8.000000,0.900000,890.000000,-66.543472
8.000000,0.900000,895.000000,-56.212509
8.000000,0.900000,900.000000,-49.674550
8.000000,0.900000,905.000000,-46.875814
8.000000,0.900000,910.000000,-47.782009
8.000000,0.900000,915.000000,-52.298043
8.000000,0.900000,920.000000,-60.504424
8.000000,0.900000,925.000000,-72.388378
8.000000,0.900000,930.000000,-87.983149
8.000000,0.900000,935.000000,-107.325928
8.000000,0.900000,940.000000,-130.495459
8.000000,0.900000,945.000000,-157.575799
8.000000,0.900000,950.000000,-188.671033
8.000000,1.000000,800.000000,-1222.037964
8.000000,1.000000,805.000000,-1098.367821
8.000000,1.000000,810.000000,-984.555726
8.000000,1.000000,815.000000,-879.921416
8.000000,1.000000,820.000000,-783.837875
8.000000,1.000000,825.000000,-695.751701
8.000000,1.000000,830.000000,-615.138072
8.000000,1.000000,835.000000,-541.546939
8.000000,1.000000,840.000000,-474.550531
8.000000,1.000000,845.000000,-413.767330
8.000000,1.000000,850.000000,-358.852004
8.000000,1.000000,855.000000,-309.495835
8.000000,1.000000,860.000000,-265.419440
8.000000,1.000000,865.000000,-226.385316
8.000000,1.000000,870.000000,-192.129948
8.000000,1.000000,875.000000,-162.462442
8.000000,1.000000,880.000000,-137.237309
8.000000,1.000000,885.000000,-116.288322
8.000000,1.000000,890.000000,-99.480165
8.000000,1.000000,895.000000,-86.717714
8.000000,1.000000,900.000000,-77.877012
8.000000,1.000000,905.000000,-72.926312
8.000000,1.000000,910.000000,-71.830499
8.000000,1.000000,915.000000,-74.465504
8.000000,1.000000,920.000000,-80.947578
8.000000,1.000000,925.000000,-91.158002
8.000000,1.000000,930.000000,-105.222798
8.000000,1.000000,935.000000,-123.139355
8.000000,1.000000,940.000000,-144.975153
8.000000,1.000000,945.000000,-170.828370
8.000000,1.000000,950.000000,-200.780224
8.000000,1.100000,800.000000,-1332.911403
8.000000,1.100000,805.000000,-1202.208926
8.000000,1.100000,810.000000,-1081.817266
8.000000,1.100000,815.000000,-970.989911
8.000000,1.100000,820.000000,-869.101939
8.000000,1.100000,825.000000,-775.562547
8.000000,1.100000,830.000000,-689.820560
8.000000,1.100000,835.000000,-611.405098
8.000000,1.100000,840.000000,-539.867248
8.000000,1.100000,845.000000,-474.807036
8.000000,1.100000,850.000000,-415.862362
8.000000,1.100000,855.000000,-362.709795
8.000000,1.100000,860.000000,-315.056458
8.000000,1.100000,865.000000,-272.631594
8.000000,1.100000,870.000000,-235.220776
8.000000,1.100000,875.000000,-202.578035
8.000000,1.100000,880.000000,-174.519404
8.000000,1.100000,885.000000,-150.932449
8.000000,1.100000,890.000000,-131.616835
8.000000,1.100000,895.000000,-116.536474
8.000000,1.100000,900.000000,-105.504843
8.000000,1.100000,905.000000,-98.457510
8.000000,1.100000,910.000000,-95.414830
8.000000,1.100000,915.000000,-96.239796
8.000000,1.100000,920.000000,-100.979974
8.000000,1.100000,925.000000,-109.632331
8.000000,1.100000,930.000000,-122.202321
8.000000,1.100000,935.000000,-138.740038
8.000000,1.100000,940.000000,-159.279759
8.000000,1.100000,945.000000,-183.926967
8.000000,1.100000,950.000000,-212.778933
8.000000,1.200000,800.000000,-1439.397891
8.000000,1.200000,805.000000,-1301.997828
8.000000,1.200000,810.000000,-1175.330955
8.000000,1.200000,815.000000,-1058.616006
8.000000,1.200000,820.000000,-951.201093
8.000000,1.200000,825.000000,-852.469052
8.000000,1.200000,830.000000,-761.843299
8.000000,1.200000,835.000000,-678.832850
8.000000,1.200000,840.000000,-602.968384
8.000000,1.200000,845.000000,-533.832097
8.000000,1.200000,850.000000,-471.045694
8.000000,1.200000,855.000000,-414.271547
8.000000,1.200000,860.000000,-363.203765
8.000000,1.200000,865.000000,-317.565756
8.000000,1.200000,870.000000,-277.092601
8.000000,1.200000,875.000000,-241.590639
8.000000,1.200000,880.000000,-210.853380
8.000000,1.200000,885.000000,-184.704213
8.000000,1.200000,890.000000,-163.006575
8.000000,1.200000,895.000000,-145.636502
8.000000,1.200000,900.000000,-132.518989
8.000000,1.200000,905.000000,-123.467096
8.000000,1.200000,910.000000,-118.560883
8.000000,1.200000,915.000000,-117.626966
8.000000,1.200000,920.000000,-120.752081
8.000000,1.200000,925.000000,-127.832064
8.000000,1.200000,930.000000,-138.956981
8.000000,1.200000,935.000000,-154.125594
8.000000,1.200000,940.000000,-173.440798
8.000000,1.200000,945.000000,-196.870026
8.000000,1.200000,950.000000,-224.631038
8.000000,1.300000,800.000000,-1541.980287
8.000000,1.300000,805.000000,-1398.189118
8.000000,1.300000,810.000000,-1265.507291
8.000000,1.300000,815.000000,-1143.162846
8.000000,1.300000,820.000000,-1030.474079
8.000000,1.300000,825.000000,-926.766937
8.000000,1.300000,830.000000,-831.471708
8.000000,1.300000,835.000000,-744.067482
8.000000,1.300000,840.000000,-664.065179
8.000000,1.300000,845.000000,-591.029729
8.000000,1.300000,850.000000,-524.567146
8.000000,1.300000,855.000000,-464.326046
8.000000,1.300000,860.000000,-409.987945
8.000000,1.300000,865.000000,-361.279685
8.000000,1.300000,870.000000,-317.878412
8.000000,1.300000,875.000000,-279.671641
8.000000,1.300000,880.000000,-246.309103
8.000000,1.300000,885.000000,-217.703120
8.000000,1.300000,890.000000,-193.697741
8.000000,1.300000,895.000000,-174.165304
8.000000,1.300000,900.000000,-158.951574
8.000000,1.300000,905.000000,-148.012481
8.000000,1.300000,910.000000,-141.254863
8.000000,1.300000,915.000000,-138.653542
8.000000,1.300000,920.000000,-140.178127
8.000000,1.300000,925.000000,-145.780095
8.000000,1.300000,930.000000,-155.470822
8.000000,1.300000,935.000000,-169.330295
8.000000,1.300000,940.000000,-187.403277
8.000000,1.300000,945.000000,-209.684969
8.000000,1.300000,950.000000,-236.362968
8.000000,1.400000,800.000000,-1641.058881
8.000000,1.400000,805.000000,-1491.121125
8.000000,1.400000,810.000000,-1352.679960
8.000000,1.400000,815.000000,-1224.933893
8.000000,1.400000,820.000000,-1107.175885
8.000000,1.400000,825.000000,-998.704906
8.000000,1.400000,830.000000,-898.929796
8.000000,1.400000,835.000000,-807.310008
8.000000,1.400000,840.000000,-723.337298
8.000000,1.400000,845.000000,-646.559833
8.000000,1.400000,850.000000,-576.568389
8.000000,1.400000,855.000000,-512.998219
8.000000,1.400000,860.000000,-455.518607
8.000000,1.400000,865.000000,-403.818922
8.000000,1.400000,870.000000,-357.645472
8.000000,1.400000,875.000000,-316.752703
8.000000,1.400000,880.000000,-280.914404
8.000000,1.400000,885.000000,-249.972368
8.000000,1.400000,890.000000,-223.743087
8.000000,1.400000,895.000000,-202.092810
8.000000,1.400000,900.000000,-184.912497
8.000000,1.400000,905.000000,-172.102845
8.000000,1.400000,910.000000,-163.592271
8.000000,1.400000,915.000000,-159.337171
8.000000,1.400000,920.000000,-159.270393
8.000000,1.400000,925.000000,-163.411420
8.000000,1.400000,930.000000,-171.763421
8.000000,1.400000,935.000000,-184.334641
8.000000,1.400000,940.000000,-201.178524
8.000000,1.400000,945.000000,-222.355651
8.000000,1.400000,950.000000,-247.978307
8.500000,0.400000,800.000000,-538.466225
8.500000,0.400000,805.000000,-466.679636
8.500000,0.400000,810.000000,-401.567727
8.500000,0.400000,815.000000,-342.672352
8.500000,0.400000,820.000000,-289.572435
8.500000,0.400000,825.000000,-241.888204
8.500000,0.400000,830.000000,-199.275761
8.500000,0.400000,835.000000,-161.417916
8.500000,0.400000,840.000000,-128.028611
8.500000,0.400000,845.000000,-98.853681
8.500000,0.400000,850.000000,-73.661363
8.500000,0.400000,855.000000,-52.244431
8.500000,0.400000,860.000000,-34.420918
8.500000,0.400000,865.000000,-20.065849
8.500000,0.400000,870.000000,-8.969505
8.500000,0.400000,875.000000,-1.017692
8.500000,0.400000,880.000000,3.822107
8.500000,0.400000,885.000000,5.651641
8.500000,0.400000,890.000000,4.525195
8.500000,0.400000,895.000000,0.551278
8.500000,0.400000,900.000000,-6.333060
8.500000,0.400000,905.000000,-16.087294
8.500000,0.400000,910.000000,-28.734849
8.500000,0.400000,915.000000,-44.283369
8.500000,0.400000,920.000000,-62.800293
8.500000,0.400000,925.000000,-84.344128
8.500000,0.400000,930.000000,-108.985849
8.500000,0.400000,935.000000,-136.826387
8.500000,0.400000,940.000000,-167.978663
8.500000,0.400000,945.000000,-202.567485
8.500000,0.400000,950.000000,-240.777071
8.500000,0.500000,800.000000,-700.551407
8.500000,0.500000,805.000000,-617.292778
8.500000,0.500000,810.000000,-541.445894
8.500000,0.500000,815.000000,-472.504528
8.500000,0.500000,820.000000,-410.002719
8.500000,0.500000,825.000000,-353.521179
8.500000,0.500000,830.000000,-302.680880
8.500000,0.500000,835.000000,-257.130134
8.500000,0.500000,840.000000,-216.551193
8.500000,0.500000,845.000000,-180.664899
8.500000,0.500000,850.000000,-149.206958
8.500000,0.500000,855.000000,-121.949430
8.500000,0.500000,860.000000,-98.685216
8.500000,0.500000,865.000000,-79.232383
8.500000,0.500000,870.000000,-63.432495
8.500000,0.500000,875.000000,-51.148547
8.500000,0.500000,880.000000,-42.250726
8.500000,0.500000,885.000000,-36.650143
8.500000,0.500000,890.000000,-34.262191
8.500000,0.500000,895.000000,-35.071818
8.500000,0.500000,900.000000,-38.949379
8.500000,0.500000,905.000000,-45.943946
8.500000,0.500000,910.000000,-56.041694
8.500000,0.500000,915.000000,-69.256278
8.500000,0.500000,920.000000,-85.631635
8.500000,0.500000,925.000000,-105.149171
8.500000,0.500000,930.000000,-127.961032
8.500000,0.500000,935.000000,-154.105768
8.500000,0.500000,940.000000,-183.731714
8.500000,0.500000,945.000000,-216.895694
8.500000,0.500000,950.000000,-253.766548
8.500000,0.600000,800.000000,-850.513290
8.500000,0.600000,805.000000,-756.943346
8.500000,0.600000,810.000000,-671.438565
8.500000,0.600000,815.000000,-593.448387
8.500000,0.600000,820.000000,-522.465570
8.500000,0.600000,825.000000,-458.039318
8.500000,0.600000,830.000000,-399.744739
8.500000,0.600000,835.000000,-347.212937
8.500000,0.600000,840.000000,-300.096186
8.500000,0.600000,845.000000,-258.083420
8.500000,0.600000,850.000000,-220.893432
8.500000,0.600000,855.000000,-188.274891
8.500000,0.600000,860.000000,-160.000053
8.500000,0.600000,865.000000,-135.867879
8.500000,0.600000,870.000000,-115.711115
8.500000,0.600000,875.000000,-99.348918
8.500000,0.600000,880.000000,-86.659777
8.500000,0.600000,885.000000,-77.555672
8.500000,0.600000,890.000000,-71.894076
8.500000,0.600000,895.000000,-69.603879
8.500000,0.600000,900.000000,-70.669604
8.500000,0.600000,905.000000,-75.051496
8.500000,0.600000,910.000000,-82.727934
8.500000,0.600000,915.000000,-93.712365
8.500000,0.600000,920.000000,-107.958875
8.500000,0.600000,925.000000,-125.612798
8.500000,0.600000,930.000000,-146.621625
8.500000,0.600000,935.000000,-171.135826
8.500000,0.600000,940.000000,-199.225804
8.500000,0.600000,945.000000,-230.998300
8.500000,0.600000,950.000000,-266.587346
8.500000,0.700000,800.000000,-990.723182
8.500000,0.700000,805.000000,-887.725118
8.500000,0.700000,810.000000,-793.385572
8.500000,0.700000,815.000000,-707.112462
8.500000,0.700000,820.000000,-628.359905
8.500000,0.700000,825.000000,-556.644309
8.500000,0.700000,830.000000,-491.508050
8.500000,0.700000,835.000000,-432.556304
8.500000,0.700000,840.000000,-379.414946
8.500000,0.700000,845.000000,-331.749678
8.500000,0.700000,850.000000,-289.257947
8.500000,0.700000,855.000000,-251.669353
8.500000,0.700000,860.000000,-218.737718
